Date,Tweet,Likes,Retweets
2022-07-13,Starship launch site tonight https://t.co/Len70RGCNf,113476,6831
2022-07-13,Excited about @NASAWebb potential!,96122,5218
2022-07-12,Oh the irony lol,225137,12853
2022-07-12,"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",79215,4940
2022-07-11,https://t.co/mvVUR4doqB,302092,18221
2022-07-11,"For improved quality of sleep, raise head of your bed by about 3” or 5cm and don’t eat 3 hours before bedtime",369459,29959
2022-07-11,These polar launches will enable complete coverage of Earth (where approved by local government) https://t.co/0ssHobwdp3,55442,4752
2022-07-11,https://t.co/d5tSnoDs5s,362068,25863
2022-07-11,https://t.co/JcLMee61wj,1133608,127603
2022-07-07,Super fired up for future product development with our awesome Tesla team! Such an honor to work with them.,137172,7567
2022-07-07,Starlink for boats! https://t.co/BQujU8Ngna,102898,7903
2022-07-07,Maybe Tesla should make a highly configurable Robovan for people &amp; cargo?,120155,6491
2022-07-07,I hope you have big families and congrats to those who already do!,260573,16552
2022-07-07,Population of Mars is still zero people!,304272,17686
2022-07-07,"Doing my best to help the underpopulation crisis. 

A collapsing birth rate is the biggest danger civilization faces by far.",265765,24607
2022-07-06,"Highly recommend Revolutions by Mike Duncan, especially Season 10 https://t.co/LoJXYL2HTU",37076,3941
2022-07-06,Humanity will reach Mars in your lifetime,581189,46478
2022-07-06,Flatulence Earther,101382,5901
2022-07-05,A veritable “sock aficionado”,56001,2927
2022-07-05,I must confess to a penchant for creative socks,94276,4581
2022-07-04,Elvis is just Elvish without an h,162111,8705
2022-07-04,Happy July 4th! https://t.co/KYN2XO712Z,287629,15862
2022-07-04,https://t.co/sUrsfucQ2F,310156,31599
2022-07-02,Honored to meet @Pontifex yesterday https://t.co/sLZY8mAQtd,308715,18510
2022-07-02,"Venice, a site of Great Remembrance https://t.co/GWR3xqsoQW",241385,8604
2022-07-02,Feeling … perhaps … a little bored?,334759,20460
2022-07-02,Wise words from SJM https://t.co/snVNttsvn1,165932,14320
2022-06-21,https://t.co/YhpHKcCYXz,756223,68137
2022-06-20,AI gets better every day https://t.co/Lz5XfXRJjh,142848,14534
2022-06-20,What … is your favorite cheese?,183745,9621
2022-06-19,I will keep supporting Dogecoin,387358,35918
2022-06-19,💕💕 shadow crew 💕💕,89617,5028
2022-06-19,Happy Father’s Day,433422,30428
2022-06-19,Congrats to SpaceX Falcon team for executing 3 flawless launches in 2 days! https://t.co/2MFmlkXmVz,57660,4375
2022-06-18,We’re changing Starlink’s default wifi name to Stinky,149968,8212
2022-06-18,"This is where 
the writers are,

Of past,
Present,
And Future.",89878,7215
2022-06-18,Feels like déjà vu all over again haha https://t.co/ZokV7kPBV1,48358,3370
2022-06-18,Congratulations to Giga Berlin team on making over 1000 cars in a week! https://t.co/TX8S4ozuxJ,104436,6143
2022-06-18,"Watch the opening scene of Idiocracy. 

When I ask my friends why they’re not yet having kids (very few are), it sounds exactly like the movie.

https://t.co/528L1mhHi1",78207,9448
2022-06-18,Is TikTok destroying civilization? Some people think so.,426693,33247
2022-06-17,https://t.co/oD5D5CVe5A,562026,41154
2022-06-17,"Our best landing video to date, thanks to Starlink! https://t.co/kAjA3mxBta",132832,11315
2022-06-15,"I’m dressing as a sink on Halloween, as they will have no choice but to let me in",167876,10364
2022-06-15,Original Top Gun is a great movie. Just rewatched. Looking forward to seeing the sequel.,252811,12447
2022-06-15,Starship SN24 in the High Bay https://t.co/vDZ4yBV1MF,153701,9883
2022-06-15,Cryptonight,270643,21827
2022-06-14,https://t.co/adMlWpAfz1,508794,34092
2022-06-14,"Don’t build moats, build tech trees",134820,9744
2022-06-12,True experts even read wiki citations https://t.co/MDU2oYmTpH,125087,10480
2022-06-12,Make Austin weirder!,103219,5736
2022-06-11,Humor is one of the great joys of life!,461518,46708
2022-06-11,"33 Raptor rocket engines, each producing 230 metric tons of force https://t.co/flQLb62MgZ",185288,13426
2022-06-10,Play video games wherever you want https://t.co/qLgCbCcpIO,66231,5194
2022-06-10,Real talk https://t.co/A0VPuWgzAg,195103,15174
2022-06-07,https://t.co/2ELe1W5ZXC,641029,46968
2022-06-07,YouTube seems to be nonstop scam ads,631134,46645
2022-06-06,"What resolution is life in, 8k? – SJM",146792,7610
2022-06-06,If chess was released as a video game https://t.co/8SuK8Mg7yT,283865,19435
2022-06-06,The acid test for any two competing socioeconomic systems is which side needs to build a wall to keep people from escaping? That’s the bad one!,171418,18907
2022-06-06,"Realized what I have in common with environmentalists, but also why they’re so annoyingly wrong: 

They are conservationists of what is, whereas they should be conservationists of our potential over time, our cosmic endowment.

(From a friend)",80255,6261
2022-06-06,"O wonder!
How many goodly creatures are there here!
How beauteous mankind is! O brave new world,
That has such people in't.",83084,5914
2022-06-05,"Some hate humanity, but I love humanity so much",397805,30858
2022-06-05,"Making life multiplanetary expands the scope &amp; scale of consciousness. 

It also enables us to backup the biosphere, protecting all life as we know it from a calamity on Earth.

Humanity is life’s steward, as no other species can transport life to Mars. We can’t let them down.",125623,11932
2022-06-05,Deck from SpaceX all-hands update talk I gave last week https://t.co/ApsdPjjukh,57321,6110
2022-06-04,"Working on Tesla North American service. 

Goal is 2/3 of cars receive same-day service, no wait.",82694,4858
2022-06-04,Only thing more remarkable than DOJ not leaking the list is that no one in the media cares. Doesn’t that seem odd? https://t.co/JEK4TErABB,435813,73345
2022-06-04,Four Falcon Heavy flights later this year by an incredible team at SpaceX https://t.co/WUQ72lKZPe,43619,3809
2022-06-04,Getty watermark is the coup de grâce https://t.co/c4SHu4zXrU,97940,5563
2022-06-04,Diabolical! https://t.co/AJAJR8Nf3z,246566,21688
2022-06-04,https://t.co/QKEyQkErh0,172724,10812
2022-06-04,Johnny Rotten of The Sex Pistols https://t.co/u8v8KFUn7N,208680,34993
2022-06-03,Los Angeles is fortunate to have someone like Rick Caruso running for mayor. He’s awesome.,109202,7480
2022-06-03,"Tesla AI Day pushed to Sept 30, as we may have an Optimus prototype working by then",125911,8764
2022-06-01,"Tesla scores 100/100 for 7th year in a row for LGBTQ equality
 https://t.co/9wvCbgrtUE",63724,4778
2022-05-31,10 years since SpaceX’s first mission to @Space_Station https://t.co/30xEtbXlT5,63252,5418
2022-05-31,https://t.co/G83vCrHHJf,1415559,137450
2022-05-31,Literally … https://t.co/DWKI71Wk9Z,464213,43829
2022-05-30,Tesla Plaid S cruising around Austin with volume at 11 is sublime,91625,4064
2022-05-30,Veridis Quo,67687,4193
2022-05-30,I miss them https://t.co/nTZkFM1D3k,502637,31987
2022-05-30,👀 https://t.co/F4B6ms5JiD,300184,23936
2022-05-30,In remembrance of those who fell to preserve the light of freedom,384410,34488
2022-05-30,https://t.co/zi2LE83iM1,228257,14079
2022-05-29,Tomorrow will be the first sunrise of the rest of ur life – make it what u want,421421,43957
2022-05-29,"When thinking about deep time, what is more astounding is to think about how much time is ahead!",116590,8546
2022-05-29,Con te … partirò,87533,5363
2022-05-28,https://t.co/u4wWMI5ymu,378834,26682
2022-05-28,https://t.co/USLO967YsJ,1190188,97209
2022-05-27,One Starlink can provide Internet for an entire school of hundreds of students,223709,17500
2022-05-27,"Starlink approved by Nigeria 🇳🇬 &amp; Mozambique 🇲🇿
https://t.co/Q1VvqVmJ2i",100505,15893
2022-05-27,"Starlink approved by The Philippines 🇵🇭
https://t.co/M1xjXUl473",95282,10864
2022-05-27,"Tesla merch can be bought with Doge, soon SpaceX merch too",198245,18745
2022-05-27,https://t.co/m7PmXetcH8,337672,32957
2022-05-27,https://t.co/2pKML7fcat,164803,9256
2022-05-27,"Ya know, it’s pretty damn great to be able to talk to people from all walks of life and many countries on Twitter!

So much to be learned, even from the harshest critics. 

Basically … I’m just saying I love all you crazy people ♥️♥️",323768,21376
2022-05-26,Who do you trust less? Real question.,178544,30624
2022-05-26,Use of the word “billionaire” as a pejorative is morally wrong &amp; dumb 😛,151541,9050
2022-05-26,Jack off the board!,186770,12091
2022-05-26,Politics is a sadness generator,516867,54276
2022-05-26,"Landed back at Cape Canaveral
(Humans for scale) https://t.co/itiQ48JYmk",215130,13146
2022-05-26,Falcon 9 going supersonic https://t.co/Fla67xwxf3,216046,11146
2022-05-25,https://t.co/OtV3HTKlE7,352386,29608
2022-05-24,Population collapse is the biggest threat to civilization https://t.co/ZrHN5DsrVB,138025,20498
2022-05-24,USA birth rate has been below min sustainable levels for ~50 years https://t.co/v5PSLbvEAE,325891,46650
2022-05-23,"Starlink now available for RVs, campers &amp; other large vehicle users (note, antenna too big for cars) https://t.co/uwKwduNioj",93485,9713
2022-05-23,"Netflix documentary about returning astronauts to orbit after Space Shuttle program ended 
 https://t.co/9mksmbiiPx",103643,8843
2022-05-23,"Elden Ring, experienced in its entirety, is the most beautiful art I have ever seen",336272,25902
2022-05-21,https://t.co/UCPd3LQ7C6,160844,9711
2022-05-20,Accurate https://t.co/s90Corf0v4,46939,3941
2022-05-20,"Tesla is building a hardcore litigation department where we directly initiate &amp; execute lawsuits. The team will report directly to me. 

Please send 3 to 5 bullet points describing evidence of exceptional ability.

justice@tesla.com",213027,22016
2022-05-20,Sus man,247719,20389
2022-05-20,"Worth watching this interview with @theallinpod. The May 16 date is important.
https://t.co/hFdBLFxGXY",51343,6180
2022-05-20,"Super excited to be in Brazil for launch of Starlink for 19,000 unconnected schools in rural areas &amp; environmental monitoring of Amazon! 🇧🇷 🌳 🛰 ♥️",584284,52512
2022-05-20,"Finally, we get to use Elongate as scandal name. It’s kinda perfect. 🤣 https://t.co/qSNH7lsn72",278918,25699
2022-05-20,The attacks against me should be viewed through a political lens – this is their standard (despicable) playbook – but nothing will deter me from fighting for a good future and your right to free speech,710332,78433
2022-05-19,"To be clear, I’m spending &lt;5% (but actually) of my time on the Twitter acquisition. It ain’t rocket science!

Yesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.

So may seem like below, but not true. https://t.co/CXfWiLD2f8",248450,17475
2022-05-19,https://t.co/UZKs5s6BZJ,286788,21062
2022-05-19,https://t.co/fdy0nedGMs,257398,27189
2022-05-19,https://t.co/4W8COjWv16,352991,28345
2022-05-19,"Good night, sweet maestro, and flights of angels sing thee to thy rest https://t.co/sqiY8iHS41",75865,6309
2022-05-19,A party more moderate on all issues than either Reps or Dems would be ideal,238525,16515
2022-05-19,https://t.co/E1IacL9wfN,115817,6952
2022-05-19,What I love most about wacktivists is their incredible sense of humor 👼,223933,14167
2022-05-19,Yup https://t.co/0cJUKv9hWl,77614,4404
2022-05-19,Another batch of Starlinks reach orbit https://t.co/scNaZPZBux,106840,7020
2022-05-19,😛 🍿,340871,20664
2022-05-18,"In the past I voted Democrat, because they were (mostly) the kindness party.

But they have become the party of division &amp; hate, so I can no longer support them and will vote Republican.

Now, watch their dirty tricks campaign against me unfold … 🍿",819991,118380
2022-05-18,Despite Tesla doing more for the environment than any company ever! https://t.co/ImxrhnRepj,236737,27981
2022-05-18,Political attacks on me will escalate dramatically in coming months,632572,53030
2022-05-18,"Exxon is rated top ten best in world for environment, social &amp; governance (ESG) by S&amp;P 500, while Tesla didn’t make the list!

ESG is a scam. It has been weaponized by phony social justice warriors.",301481,41411
2022-05-17,Tesla AI Day #2 on Aug 19. So many cool updates!,138041,8901
2022-05-15,"Iconic
laconic
!platonic",149214,8310
2022-05-15,Borderline too sexy https://t.co/2ShbhQKilz,194264,11325
2022-05-15,The Golden State is cooking its golden geese,155356,9686
2022-05-14,The Lawyers Who Ate California https://t.co/i4PCxc5RBH,48509,5148
2022-05-14,"Very important to fix your Twitter feed:

1. Tap home button.
2. Tap stars on upper right of screen.
3. Select “Latest tweets”.

You are being manipulated by the algorithm in ways you don’t realize.

Easy to switch back &amp; forth to see the difference.",534975,92122
2022-05-14,Whoever thought owning the libs would be cheap never tried to acquire a social media company!,385084,30269
2022-05-14,The bots are angry at being counted 🤣,807715,55528
2022-05-13,"Twitter deal temporarily on hold pending details supporting calculation that spam/fake accounts do indeed represent less than 5% of users
https://t.co/Y2t0QMuuyn",229614,27380
2022-05-13,Stop the war on straws! https://t.co/aHv7uvm17D,272550,20232
2022-05-13,Updated Starlink availability by region https://t.co/uxLqoNpr7M,94861,8811
2022-05-12,"Biden’s mistake is that he thinks he was elected to transform the country, but actually everyone just wanted less drama",1073789,93243
2022-05-12,"Even though I think a less divisive candidate would be better in 2024, I still think Trump should be restored to Twitter",577075,40670
2022-05-12,Don’t Diss Information,340294,25087
2022-05-12,Chronological tweets seem much better than what “the algorithm” suggests,561928,32570
2022-05-11,https://t.co/CWWDdur0oz,444655,40519
2022-05-11,"Starlink has resisted Russian cyberwar jamming &amp; hacking attempts so far, but they’re ramping up their efforts https://t.co/w62yCsDA5w",148006,15006
2022-05-09,Chocolate milk is insanely good. Just had some.,1134060,75436
2022-05-09,"If I die under mysterious circumstances, it’s been nice knowin ya",1886953,173278
2022-05-09,.@Rogozin sent this to Russian media https://t.co/eMI08NnSby,109146,8847
2022-05-06,Another Starlink mission completed https://t.co/8ZUeQtTegE,147394,10238
2022-05-06,"If Twitter acquisition completes, company will be super focused on hardcore software engineering, design, infosec &amp; server hardware https://t.co/m2HseK0TXl",382858,34273
2022-05-04,I dunno … seems kinda fungible,462708,29374
2022-05-03,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing",417997,30526
2022-05-03,"Who funds these organizations that want to control your access to information? Let’s investigate …
https://t.co/dBFsGjOMC8",381803,53174
2022-05-02,As I was saying … https://t.co/tsGz6fCWuW,1322414,101936
2022-05-02,"the elusive beauty of imperfection

侘寂",408261,28149
2022-05-01,"Since I’ve been asked a lot:

Buy stock in several companies that make products &amp; services that *you* believe in.

Only sell if you think their products &amp; services are trending worse. Don’t panic when the market does.

This will serve you well in the long-term.",1095000,109008
2022-04-29,"The far left hates everyone, themselves included!",1172834,120092
2022-04-28,.@CocaCola Oh hi lol https://t.co/VhhVM9GzLJ,621315,42493
2022-04-28,https://t.co/Q9OjlJhi7f,1550381,207651
2022-04-28,"Listen, I can’t do miracles ok https://t.co/z7dvLMUXy8",2566939,211608
2022-04-28,Let’s make Twitter maximum fun!,2636937,193435
2022-04-28,Next I’m buying Coca-Cola to put the cocaine back in,4759351,678322
2022-04-28,"Twitter DMs should have end to end encryption like Signal, so no one can spy on or hack your messages",1458337,106997
2022-04-27,"For Twitter to deserve public trust, it must be politically neutral, which effectively means upsetting the far right and the far left equally",1544527,143862
2022-04-27,https://t.co/1CE7rjBrNH,472256,46241
2022-04-27,Truth Social is currently beating Twitter &amp; TikTok on the Apple Store https://t.co/RxawVUAYKH,603959,49402
2022-04-26,Per aspera ad astra!,515189,40980
2022-04-26,"Raptor 2 rocket engines at Starbase, each producing over half a million pounds (230 tons) of force https://t.co/9ixxXXceG3",401842,21600
2022-04-26,The extreme antibody reaction from those who fear free speech says it all,1644200,191490
2022-04-25,🚀💫♥️ Yesss!!! ♥️💫🚀 https://t.co/0T9HzUHuh6,2594997,345844
2022-04-25,"I hope that even my worst critics remain on Twitter, because that is what free speech means",3216033,365971
2022-04-25,And be my love in the rain,794983,52430
2022-04-24,Moving on …,483496,30752
2022-04-23,in case u need to lose a boner fast https://t.co/fcHiaXKCJi,1408633,134896
2022-04-22,The Barbarians are at the Gate,321736,24858
2022-04-21,https://t.co/IOV4tWvyxv,442975,23914
2022-04-21,https://t.co/TMOnmKBcWQ,300502,15139
2022-04-21,"If our twitter bid succeeds, we will defeat the spam bots or die trying!",863482,72947
2022-04-21,"Such a joy to work with amazingly talented people at SpaceX, Tesla, Neuralink &amp; Boring Co!",282287,13425
2022-04-21,"Please consider working at The Boring Company! 

Our goal is to solve traffic, which plagues every major city on Earth. https://t.co/1tHNhIo7sd",167955,13383
2022-04-20,_______ is the Night,278727,17707
2022-04-19,A social media platform’s policies are good if the most extreme 10% on left and right are equally unhappy,488780,41659
2022-04-18,SpaceX Falcon team making great progress! Aiming for 5 day launch cadence with many performance &amp; refurb improvements.,198889,11686
2022-04-18,"Why, thank you, sir!  https://t.co/tealJWLSdP",163333,12971
2022-04-17,Happy Easter! https://t.co/3gBFlrPOQO,582024,37302
2022-04-17,Smooth landing video https://t.co/2K8Z80aB0u,235908,16590
2022-04-16,🎶 Love Me Tender 🎶,381905,24039
2022-04-14,🤔 https://t.co/PfqYpLiuVd,236301,20526
2022-04-14,i♥️u,1183325,84037
2022-04-14,"Taking Twitter private at $54.20 should be up to shareholders, not the board",203987,31357
2022-04-14,"I made an offer 
https://t.co/VvreuPMeLu",894946,105929
2022-04-09,69.420% of statistics are false,709964,63389
2022-04-09,Truth is the first casualty. https://t.co/cN9PIfDvjr,201374,23075
2022-04-09,"Most of these “top” accounts tweet rarely and post very little content. 

Is Twitter dying? https://t.co/lj9rRXfDHE",206025,17401
2022-04-09,Interesting https://t.co/LmviLXMkHK,65904,6409
2022-04-08,"Great work by Tesla Texas Team!!

Built &amp; delivered first Giga Texas production cars &amp; threw a killer opening party 💥💫 🚘",194329,10499
2022-04-08,Show starts in ~20 mins https://t.co/VVT69WSkNH,61287,4533
2022-04-07,https://t.co/TW2lLQakE5,1128050,108256
2022-04-07,https://t.co/wcW6Z1MNNd,327076,19806
2022-04-07,https://t.co/wvJ66Yr1Wj,123090,7441
2022-04-07,"🇺🇸🇺🇸 Gigafactory Texas 🇺🇸🇺🇸

Grand opening party tomorrow!

Doors open at 4, festivities at 8",161510,9395
